Date,Content,Label
2025-03-25,"they do note, however, that ""elevated political and economic uncertainty also create elevated uncertainty around that forecast."".appetite for u.s. assets will remain strong as long the u.s. maintains an innovation-friendly tax system, flexible financial system, commitment to property rights and a relatively low regulatory burden, agrees standard chartered's head of g10 fx strategy steven englander..""cyclical ups and downs in equity and other asset prices would not erase this attractiveness in the long term, even if the correction in u.s. equities continues, provided the underlying positives remain in place,"" he says..it is important to note that tic flows reports are released with a lag, meaning january's outflows don't account for the notable market shifts seen in recent weeks. the february and march reports could show massive outflows too..there are good reasons why foreign investors have backed away from u.s. assets in recent weeks - stretched valuations, market concentration, the emergence of china's deepseek artificial intelligence model, germany's watershed fiscal u-turn, and concern surrounding the trump administration's trade and foreign policy agendas..this is all to say it remains unclear whether the recent shift in investment flows is temporary or represents a true paradigm shift.",0
2025-03-25,"this gap has approached 15 percentage points in the past few weeks..of course, one month does not a trend make, and it will take many more months of similar flows to reverse the tide – or more accurately, the tsunami - of foreign capital that flooded into u.s. markets in recent years..tic data shows that private sector net capital inflows into u.s. stocks and bonds last year totaled $980 billion, following a net inflow of $668 billion the year before and $1.6 trillion in 2022. that's net purchases from overseas investors and net selling of foreign assets by u.s. investors..the total figure is worth repeating. in the last three calendar years, private sector investors poured a net $3.25 trillion into u.s. assets. little wonder that foreign investors at the end of last year owned 18% of u.s. stocks, according to goldman sachs. that's a record-high share going back to 1945..at an average of more than $1 trillion a year, that pace of net inflows was unlikely to be maintained. but does that mean that january's pace of selling will persist? not necessarily..goldman sachs' chief u.s. equity strategist david kostin and his team estimate that foreign investors will remain buyers of u.s. equities this year, lured by the weaker dollar, attractive prices due to the recent correction, and the unparalleled liquidity of u.s. markets..they reckon overseas investors will be just as committed this year as they were last year, buying a net $300 billion compared with $304 billion in 2024.",0
2025-03-25,"the next few months will be critical..what could move markets tomorrow?.if you have more time to read today, here are a few articles i recommend to help you make sense of what happened in markets today..i'd love to hear from you, so please reach out to me with comments at jamie.mcgeever@thomsonreuters.com. you can also follow me at [@reutersjamie and @reutersjamie.bsky.social.].opinions expressed are those of the author. they do not reflect the views of reuters news, which, under thetrust principles, opens new tab, is committed to integrity, independence, and freedom from bias..trading day is also sent by email every weekday morning. think your friend or colleague should know about us? forward this newsletter to them. they can alsosign up here.",0
2025-03-28,"while the yield on the seven-year note was higher after a soft auction of $44 billion of the paper..u.s. crude settled 0.39% higher at $69.92 a barrel and brent settled at $74.03 per barrel, up 0.33% on the day, as investorsassessed the ramificationsof the latest escalation in the trade war.",0
2025-03-28,"global equity funds saw strong weekly inflows on early optimism, but trade jitters resurface article:.march 28 (reuters) - global equity funds attracted large inflows in the week through march 26 when equity markets initially reboundedon optimismthat president donald trump's administration would apply tariffs more selectively rather than impose broad trade restrictions..investors purchased global equity funds of a net $35.43 billion during the week following about $29.49 billion worth of net sales in the prior week, data from lseg lipper showed..the msci world index(.miwd00000pus), opens new tabrecovered as much as 4.26% after hitting a six-month low of 819.94 on march 13, reaching a two-and-a-half-week high of 854.88 on tuesday..however, global equities turned slightly lower later in the week after u.s.",0
2025-03-28,"president donald trump announced a25% import taxon foreign-made vehicles and auto parts on wednesday, rekindling investor concerns over a potential full-scale trade war..u.s. equity funds recorded net weekly inflows of $22.44 billion, reversing sharply from net outflows of $33.53 billion the previous week..european and asian equity funds also attracted strong investor interest, with net inflows of $6.84 billion and $4.36 billion, respectively..technology led the sectors with $1.32 billion in inflows, followed by financials and industrials at $802 million and $754 million, respectively..global bond funds registered net purchases of $1.37 billion, rebounding from net sales of $255 million in the prior week..euro-denominated bond funds recorded their fourth consecutive week of inflows, totaling $1.28 billion, while short-term debt funds attracted $791 million..meanwhile, money market funds saw net outflows of $48.73 billion, extending losses for a third straight week..commodity funds focused on gold and precious metals drew $3.03 billion - their highest weekly inflow in four weeks - amid heightened demand..wei li, head of multi-asset investments at bnp paribas asset management, attributed the surge in gold etf inflows to increased demand from institutional investors..""institutional investors often take a strategic approach to asset allocation, using gold to hedge against market volatility and economic downturns,"" li said..data from 29,634 emerging market funds showed equity outflows easing to a three-week low of $163 million, while bond funds posted $448 million in net outflows, marking the second consecutive week of redemptions.",0
2025-03-28,"stocks down, gold hits record after trump's latest tariff volley article:.new york, march 27 (reuters) - global stocks fell for a second straight session and gold hit a record high on thursday after the latest tariffs from u.s. president donald trump's administration that expanded the trade war to autos..trump on wednesday announced25% tariffson vehicles and foreign-made auto parts imported into the united states. this weighed on japan's nikkei(.n225), opens new taband south korea's kospi(.ks11), opens new tab..countries around the globethreatenedretaliatory levies..u.s. stocks oscillated between gains and losses while automakers slumped, although electric vehicle makers tesla(tsla.o), opens new taband rivian(rivn.o), opens new tabclimbed as their production is located within the u.s..general motors(gm.n), opens new tabtumbled 7.36%, while ford(f.n), opens new tablost 3.88%, reflecting concerns about the impact on their supply chains. u.s.-listed shares of stellantis dipped 1.25%..""investors are really cautious and wary of trump and his policies. even more than the policies, just the constant flip-flopping,"" said jed ellerbroek, a portfolio manager at argent capital in st.",0
2025-03-28,"louis, missouri..""that makes people really nervous to make long-term investment decisions, whether we're talking about companies or about investors."".the dow jones industrial average(.dji), opens new tabfell 155.09 points, or 0.37%, to 42,299.70, the s&p 500(.spx), opens new tabfell 18.89 points, or 0.33%, to 5,693.31 and the nasdaq composite(.ixic), opens new tabfell 94.98 points, or 0.53%, to 17,804.03..the major u.s. indexes are on track for their first back-to-back monthly declines since the two-month period that ended in october 2023..european stocksclosed lower, withweakness inshares of the continent's top carmakers.",0
2025-03-28,"volkswagen(vowg.de), opens new tabwas down 1.26%, bmw(bmwg.de), opens new tabwas off 2.55% and mercedes-benz(mbgn.de), opens new tabwas 2.69% lower..msci's gauge of stocks across the globe(.miwd00000pus), opens new tabfell 2.77 points, or 0.33%, to 843.19..the pan-european stoxx 600(.stoxx), opens new tabindex fell 0.44% to 546.31, a two-week closing low..tariffs and their effect on the global economy, as well as their potential to delay federal reserve rate cuts, have weighed on stocks in recent weeks, though shares have shown signs of stabilizing lately..reflecting investors' caution, spot gold was 1.26% higher at $3,057.35 an ounce, after hitting a record $3,059.30..goldmansachs raisedits gold price forecast on wednesday to $3,300, citing stronger-than-expected exchange-traded fund inflows and sustained central bank demand..the dollar index , which measures the greenback against a basket of currencies,dipped0.33% to 104.29, with the euro up 0.4% at $1.0795..versus the dollar, the mexican peso weakened 0.86% to 20.295 while the canadian dollar softened 0.29% to c$1.43 as both countries are expected to be heavily impacted by the auto tariffs..trump has announced plans to impose reciprocal tariffs on all countries onapril 2..canadian prime minister markcarney saidon thursday he would respond with unspecified trade actions if trump imposes the new auto tariffs..u.s. data showed the labormarket remainson solid footing, although the impact of trump's tariff policy and the aggressive cutting of federal workers by billionaire elon musk's department of government efficiency has yet to show an outsized impact..other data showed the economy grew at a slightly more solid pace in the fourth quarter than previously estimated..the benchmark u.s. 10-year treasury note yield rose 2.7 basis points to 4.365%.",0
2025-03-28,"failure to leap back above this technical level will be seen as a bearish sign..""nothing good happens below the 200-day moving average,"" a quote attributed to billionaire veteran hedge fund manager paul tudor jones, is getting a lot of play right now..if the flip side of that is nothing bad happens above the 200-day moving average, look no further than gold, which rose again to a new high on thursday. gold has traded above its 200-day moving average every day since 17 october, 2023, and appears to be accelerating further above it..of course,there's more driving gold higher than just technicals. fundamental factors like concerns around inflation, growth, and geopolitics are fueling demand and driving momentum. tariffs and global trade tensions are part of that too..the uncertainty is also beginningto affect the u.s. corporate earnings outlook. while figures on thursday showed that corporate profits surged toa record high in the fourth quarter, analysts are lowering their forecasts for this year..analysts at citi estimate that a 10% increase in tariffs roughly equates to a 5%-6% decline in u.s. earnings per share, and barclays analysts this week lowered their s&p 500 base case eps estimate to $262 this year from $271..a lot can change between now and april 3, when the auto tariffs are set to kick in.",0
2025-03-28,"trump could scrap them entirely just as easily as he could increase them, so the uncertainty and lack of visibility will likely keep investors on the defensive..perhaps one surprising element of trump's auto tariffs is how well the currencies of the key targeted countries have stood up. can this resilience last?.auto tariff fx pain is hitting close to home.while auto company shares around the world are wilting following u.s. president donald trump's decision to slap aggressive tariffs on imported cars, the currencies of the most-affected countries are holding up surprisingly well..trump said on wednesday that a 25% tariff on imported vehicles will take effect on april 3. there will be some delays and exemptions, of course, but this could potentially add another $55 billion to the cost of finished vehicles..the united states imported $220 billion of finished cars and vehicles last year, of which 22% came from mexico, 18% from japan, 17% from korea, 13% from canada and 11% from germany. imports of all auto products totaled $474 billion..given these figures, the reaction of equity markets on thursday was unsurprising: shares of south korea's hyundai fell 4.3%, roughly three times more than the broader kospi's loss, and some $16 billion was wiped off japan's transport index..german auto shares fell too, extending their losses to 10% over the last three weeks, a period in which the broader dax has flat lined.",0
2025-03-28,"analysts at morgan stanley expect shares in ""all exposed"" european auto companies to fall a further 5-7% in the near term..but the fx market's reaction was mixed. the mexican peso fell 1%, and both the yen and canadian dollar slipped around 0.3%. but the euro and south korean won rose 0.3%..indeed, the currencies of the four largest auto-exporters to the u.s. - mexico, japan, canada and south korea - are all stronger against the u.s. dollar so far this year. and with the exception of the korean won, they are also all up since trump's inauguration on january 20..the euro is obviously a special case because it is shared by 20 countries and has been propelled higher in recent weeks by germany's fiscal pivot. regardless, the euro is also firmer against the greenback this year..on the face of it, this is a head-scratcher. the hit to these economies will be significant if the proposed tariffs are fully implemented and kept in place for some time..but zoom out a little further, and a clearer picture emerges: one of u.s. dollar weakness..while the 'tariff man's' protectionist trade agenda could have positive benefits for the u.s. economy over the long term, the short-term impact is clearly negative.",0
2025-03-28,"the tariff talk is damaging u.s. consumer and business confidence, and market sentiment, much more than these threats are hurting other economies..and u.s. consumers have reason to be skittish..morgan stanley estimates that, all else being equal, the 25% tariff on auto imports equates to a price increase of more than $90 billion across the industry, or nearly $6,000 per unit on average. arthur wheaton, director at cornell's school of industrial and labor relations, reckons vehicle prices could shoot up by as much as $20,000..for a country that uses and loves cars as much as america, that would be extremely painful..trump's tariffs also appear to be one reason overseas investors are reassessing their u.s. assets. foreign investors are reducing exposure to uncle sam for economic, political and valuation reasons. and non-dollar currencies are benefiting in turn..""it's mostly a capital flight story. the tariffs are bad for canada, mexico and other countries, but investors are also fleeing u.s. assets,"" says brent donnelly, president of trading and analytics firm spectra markets..the auto exporters' currencies aren't immune to the escalating trade war.",0
2025-03-28,"the canadian dollar slumped to a four-and-a-half-year low last month, and the peso could well come under more pressure due to the auto sector's relatively large footprint in mexico's economy..but right now, the currency feeling the whiplash most from trump's tariffs may be the u.s. dollar..what could move markets tomorrow?.if you have more time to read today, here are a few articles i recommend to help you make sense of what happened in markets today..opinions expressed are those of the author. they do not reflect the views of reuters news, which, under thetrust principles, opens new tab, is committed to integrity, independence, and freedom from bias..trading day is also sent by email every weekday morning. think your friend or colleague should know about us? forward this newsletter to them. they can alsosign up here.",0
2025-03-28,"tsx ends flat as auto tariffs deter investor moves article:.march 27 (reuters) - canada's main stock index steadied on thursday as an expanding global trade war discouraged investors from making new bets on the market, with gains for gold miners offsetting losses for auto parts and technology shares..toronto stock exchange's s&p/tsx composite index(.gsptse), opens new tabended unchanged at 25,161.06, after posting on wednesday its biggest decline in nearly two weeks..canadian prime minister mark carney said that he wouldrespond with unspecified trade actionsif u.s. president donald trump imposes new auto tariffs that have expanded a global trade war. trump on wednesday unveiled a 25% tariff on imported vehicles..tariffs have ""caused a lot of uncertainty and led to investors sitting on their hands,"" said greg taylor, a portfolio manager at purpose investments..""gold has been a big winner in this environment and that speaks to the uncertainty that we're seeing."".the price ofgoldscaled a record peak as investors flocked to the safe-haven asset..the materials sector, which includes gold mining shares, added 1.7%, taking its gain since the beginning of the year to roughly 21%, the best performance by far among the tsx's 10 major sectors..shares of auto parts company magna international inc(mg.to), opens new tabfell 6.9%, approaching the near four-year low it hit earlier this month.",0
2025-03-28,"linamar corp(lnr.to), opens new tabshares were down 2.7%.technology was also a drag, losing 1.1%, and heavily weighted financials ended 0.3% lower..royal bank of canada(ry.to), opens new tabwill look to expand its foothold in capital markets and wealth management globally, ceo dave mckay said, setting the stage for fiercer competition with its peers on wall street..shares of the bank were down 1.3%.",0
2025-03-28,"trading day: investors find auto motive for caution article:.orlando, florida, march 27 (reuters) - trump drives global trade war up a gear..investors went on the defensive thursday, reducing exposure to risky assets like stocks after u.s. presidentdonald trumpescalated the global trade wars with his plans to slapaggressive tariffs on auto importsfrom next week..there was no uniform flight to safety, however, even thoughgold leaped to a new high, as mounting inflation concerns pushed up treasury bond yields. my column below shines a light on the rather surprising resilience shown by currencies of the countries that will be hit hardest by trump's auto tariffs..i'd love to hear from you, so please reach out to me with comments at jamie.mcgeever@thomsonreuters.com. you can also follow me at@reutersjamie, opens new taband@reutersjamie.bsky.social, opens new tab..today's key market moves.investors find automotive for caution.trump's latest tariff salvo drewwidespread international criticismand weighed heavily on global markets on thursday..it's not just tariffs grabbing u.s. equity traders' attention as the end of the quarter approaches - the s&p 500 is hovering around a key long-term trend line that technical analysts say could help determine the market's fate in the coming weeks and months..the index is trading just below the 200-day moving average, having traded above for most of the last two years, during which time the market rose more than 50%.",0
2025-03-29,"presidentdonald trumpand prime minister mark carney had a conversation that both men described as productive, although the canadian leader said ottawa would be imposing retaliatory tariffs next week as promised..on wednesday, trump announced a 25% tax on imported vehicles. autos are canada's second-largest export..the technology sector was the biggest decliner, falling 3%, with e-commerce company shopify inc(shop.to), opens new tabending 5.7% lower..the materials group, which includes metal mining shares, fell 1.7%. it was weighed down by a 15.8% drop in the shares of aya gold & silver inc(aya.to), opens new tabafter the company reported quarterly results..consumer discretionary fell 2.2%, with auto parts suppliers adding to their recent declines and shares of restaurant brand international(qsr.to), opens new tablosing 6.1%..industrials were down 2.2% as railroad shares declined and heavily weighted financials ended 1.6% lower.",2
2025-03-29,"tsx posts biggest decline in three weeks on trade war gloom article:.march 28 (reuters) - canada's main stock index fell on friday by the most in three weeks as u.s. data and an expanding trade war raised fears of a global economic slowdown..toronto stock exchange's s&p/tsx composite index(.gsptse), opens new tabended down 401.91 points, or 1.6%, at 24,759.15, its lowest closing level since march 18 and its biggest decline since march 4. for the week, the index was down 0.8%..major u.s. benchmark, the s&p 500, posted an even steeper decline..""when the president of the united states tries to shut down the global economy it can be problematic for stock markets,"" said matt skipp, president of sw8 asset management. ""how can any business leader make an impactful decision, whether it's purchasing for their businesses, when the government changes its mind every day."".u.s. consumer spendingrebounded less than expected in february while a measure of underlying prices increased by the most in 13 months, stoking fears the economy was facing a period of tepid growth and high inflation amid an escalation in trade tensions..canadian gdprose 0.4% in january but a preliminary estimate showed activity flatlining in february..u.s.",2
2025-03-29,"treasury yields declined as investors assessed the likely negative hit on growth from trump's tariffs. traders in interest rate futures were betting on a total of about 66 basis points in interest rate cuts this year, according to lseg data..the yield on benchmark u.s. 10-year notes fell 12 basis points to 4.249%..traders now see an 80% chance of a 25-basis-point ecb rate cut in april from around a 50% chance a week ago. german bund yields , the euro zone's benchmark of borrowing costs, fell 0.2 basis points to 2.731%..the dollar weakened against major currencies, including the japanese yen and euro, after the hotter-than-expected u.s. inflation data added to concerns about tariffs..the euro has been one of the big beneficiaries of the greenback's struggles. it is up 0.21% this week against the greenback..the dollar weakened 0.87% to 149.73 against the japanese yen , while the euro rose 0.29% at $1.0832. against the swiss franc , the dollar weakened 0.06% to 0.881. the canadian dollar weakened 0.07% versus the greenback to c$1.43 per dollar..in commodities, oil prices turned flat as traders assessed a tightening of crude supplies along with new u.s. tariffs and their expected effect on the world's economy..brent crude futures fell 0.5% to settle at $73.63 a barrel. u.s. west texas intermediate crude futures fell 0.8% to close at $69.36 a barrel.",0
2025-03-29,"it is on track to end the week down 1.44%..state street's head of global macro strategy, michael metcalfe, said u.s. car tariffs had been more aggressive than expected, especially as there had been no adjustments made for u.s. neighbors mexico and canada..""what i don't know is whether the hawkishness of the auto tariffs is going to translate to the broader tariffs that we are going to get next week,"" metcalfe said. ""and that is keeping risk appetite on the back foot."".gold prices set another new peak of $3,086.70 as the threat of trade wars drives a rush towards the safe-haven metal..it was last up 0.86% to $3,082.25 an ounce. for the quarter it is now up more than 17%, which is its best quarterly performance since 1986, and its 18th record high this year. u.s. gold futures settled 0.8% higher at $3,114.30..wasif latif, chief investment officer at sarmaya partners in new jersey, said gold prices have been buoyed by rising inflation, elevated geopolitical tensions, and fiscal risks, particularly deficit spending in the u.s. and other countries..""we continue to see inflation as being stubborn, sticky and just won't go away. the geopolitical environment continues to be risky and elevated ... you can see the fiscal risk on the u.s. budget side but also broader western sovereign debt and it's getting challenging with the budget continuing to run a deficit and interest rates remaining stubbornly high,"" latif said..in the bond market, u.s.",0
2025-03-29,"stocks lose ground amid inflation concerns, trade war worries article:.new york/london, march 28 (reuters) - safe-haven gold hit a fresh record high on friday as an index of global shares fell, weighed down by worries over a looming trade war sparked bytariffdecisions from u.s. presidentdonald trump..u.s. traders had new sticky inflation data to grumble about but it was trump's 25% tariff onauto importsand plans for much broader levies next week that continued to cause thenail-biting..on wall street, all three main indexes ended lower and notched their third straight losses. the biggest losers were communication services, consumer discretionary, technology and financial equities. utilities stocks finished higher..the dow jones industrial average(.dji), opens new tabfell 1.69% to 41,583.90, the s&p 500(.spx), opens new tabfell 1.97% to 5,580.94 and the nasdaq composite(.ixic), opens new tabfell 2.7% to 17,322.99..europe's stoxx 600 index(.stoxx), opens new tabfinished down 0.77% and ended the week down 1.38%, dragged down by a nearly 1% drop by the car and auto parts sector.(.sxae), opens new tab.msci's gauge of stocks across the globe(.miwd00000pus), opens new tabfell 1.58% to 829.89.",0
2025-03-31,"president donald trump's plans forreciprocal tariffs, while the latest u.s. jobs data, an australian central bank meeting and a key euro zone inflation report means there is plenty for markets to consider..here's your one-stop shop for the week ahead in world markets from kevin buckland in tokyo, lewis krauskopf in new york, amanda cooper in gdansk and marc jones and yoruk bahceli in london..trump has said april 2, the deadline by which he will unveil a full suite of trade policies, including tariffs, will be known as ""liberation day."".his sneak peek of what to expect in the form of a 25% duty on imported vehicles to the united states is another example of theunpredictable wayhe has communicated trade policy..that has made for a turbulent trading environment, in which planning for anything from a new factory, to a holiday to managing aninvestment portfoliohas become more complex..the fear of an across-the-board approach to duties had been mitigated somewhat in recent days by hints from the white house that trump might take a more targeted approach, giving the dollar and wall street stocks a modest lift..but the reality is investors are still very much in the dark..on sunday, trumpthreatened tariffson russian oil if moscow blocks a ukraine deal, while global stocks weretumblingon monday on tariff worries..concerns about the health of theu.s. economywill be tested by the latest monthly jobs data..the april 4 non-farm payrolls report is expected to show employment growth slowed in march to 128,000 from 151,000 in february, according to a reuters poll..but such growth may still reassure investors that the economy is not sliding toward a recession.",0
2025-03-31,take five: t is for tariffs article:.march 31 (reuters) - this week will be dominated by u.s.,0
2025-03-31,"for investors, the big question is whether it will end uptriggering recession..euro zone inflation data on tuesday is the next hurdle for traders trying to gauge whether the european central bank cuts rates in april..markets have grown more confident in recent days, now pricing in a roughly 90% chance of another cut on april 17 bringing the ecb's key rate to 2.25%, though policymakers lookmore splitthan markets..but further rate cuts this year seem more a matter of timing and further risks to the bloc's growth loom with all eyes on april 2. what's more, fresh tariffs on autos just announced have blurred the european outlook further..the bigger debate is what happens further out..markets are already thinking about what germany's spending bonanza and europe's broader push to bolster its defences mean for growth and inflation..bnp paribas, for example, already expects the ecb to hike rates next year..the reserve bank of australia is moving closer to what would be only its second interest rate cut since 2020.",0
2025-03-31,"abenign inflation readingand asurprise coolingin the job market have seen to that..even so, traders and analysts expect the rba will forgo any april fool's surprises when it wraps up a meeting on tuesday and keep interest rates on hold..after all, the central bankjust cut at its last meetingin february, and struck a markedly hawkish tone, warning markets away from assuming more was to come..the official, quarterly consumer price numbers could still prove crucial on april 30, but investors have grown more confident of a may rate cut, putting the odds at around 70%.",0
2025-03-31,"as it stands, fed funds futures suggest traders bake in at least two interestrate cutsby year-end to shore up the economy..investors are also watching to see how far the effort led by trump ally elon musk to slash the federal workforce will show up in the data..under musk'sgovernment efficiency drive, tens of thousands in the 2.3-million-strong federal workforce have been fired or agreed to take a buyout..the first quarter wraps up on monday and ithasn't been dull, or gone the way that even the most experienced investors had anticipated..to put it bluntly, everything has been trumped. trillions have been wiped off the super-sized tech firms that have dominated world markets for years..gold hassoaredto a record high and the dollar is set for a quarterly fall of almost 4%. europeandefence stockshave surged as the united states has signalled its military support is no longer guaranteed and even china's tech stocks have roared..q2 doesn't look like it is going to get any easier either. just a couple of days in and trump will be detailing his grand global tariff plan.",0
2025-04-01,"factories around the world brace for trump tariffs article:.london/tokyo, april 1 (reuters) - factories around the world, from japan to britain to the united states, saw activity slump in march as businesses braced for new u.s. tariffs, though some saw a bounce in the race to get goods to customers before the new measures hit, global surveys showed on tuesday..u.s.",0
2025-04-01,"president donald trump is set to announce atariff proposalon what he's called ""liberation day"" on wednesday, after implementing levies on aluminium, steel, and automobiles, along with increased tariffs on all goods from china..trump has said no nation will be spared tariffs that policymakers fear will be the latest blow to a global economy barely just recovered from the covid pandemic and beset by concerns over political instability and wars..asia's factory activity mostly weakened in march as the impending tariffs, plus weak global demand, hurt business sentiment, purchasing managers' index surveys - a closely-watched gauge of economic sentiment - showed..japan's factory activity fell at the fastest pace in a year, while south korea's decline in factory activity also sped up and the taiwanese read-out was weaker as well..chinawas one outlier, showing activity in the world's second-largest economy picking up as factories rushed to get goods to customers before u.s. tariffs took effect..and in the united states itself, where factory activity had expanded in the first two months of the year,manufacturing shrank, with the institute for supply management (ism) manufacturing pmi slipping to 49.0 from 50.3 in february. a pmi reading below 50 indicates contraction.",0
2025-04-01,"a sub-index for new orders fell to its lowest since may 2023..julian evans-pritchard, an economist at capital economics, said the results suggested china's industry was benefiting from ""tariff front-running"", but added: ""it won't be long before u.s. tariffs turn from being a tailwind to being a drag, however."".the front-loading of activity was also cited as a possible factor behind a bounce in europe's long-suffering manufacturing industry, where output rose for the first time in two years, the pmi for the 20-country euro zoneshowed..""a significant part of this movement may have to do with the front-loading of orders from the u.s. ahead of the tariffs, which means some backlash is to be expected in the coming months,"" said cyrus de la rubia, chief economist at hamburg commercial bank..germany, europe's largest economy, saw its first production increase in nearly two years, while the downturn eased infrance. but british manufacturers endured a torrid march as the tariff threat and impending tax increases contributed to a plunge in new orders and ebbing optimism..investors remain nervous, but global stocks rose on tuesday following wall street's overnight gains, while gold hit an all-time peak..yet other indicators on tuesday showed weakness, with south korea's exports growing moreslowly than expectedand japan's closely watchedtankan surveyshowing big manufacturers' business sentiment hitting a one-year low.",0
2025-04-01,"they do not reflect the views of reuters news, which, under thetrust principles, opens new tab, is committed to integrity, independence, and freedom from bias..trading day is also sent by email every weekday morning. think your friend or colleague should know about us? forward this newsletter to them. they can alsosign up here.",0
2025-04-01,"trading day: wall street shakes off tariff trepidation article:.new york, march 31 (reuters) - making sense of the forces driving global markets.jamie is enjoying some well-deserved time off, but the reuters markets team will still keep you up to date on what moved markets today..today's key market moves.wall street shakes off tariff trepidation.investors' aversion to uncertainty was the theme across global markets on monday in the run-up to u.s. president donald trump's promised april 2 ""liberation day"" tariff announcements..after sharp share falls in asia and europe, the risk-off contagion hit wall street in early trade, while safe-haven treasuries were bought and gold topped $3,100 an ounce for the first time..however,the s&p 500 and the dow clawed their way backinto the green even as treasury yields stayed slightly lower on the day amid worries about how trump's trade war will impact u.s. and overseas growth..goldman sachsincreased the probability of a u.s. recession this year to 35%, also lowering its u.s. gdp growth forecast and year-end target for the s&p 500, establishing itself as the most bearish big firm so far. month-end and quarter-end adjustments were also afoot, so the choppiness was not a surprise..what could move markets tomorrow?.if you have more time to read today, here are a few articles i recommend to help you make sense of what happened in markets today..opinions expressed are those of the author.",0
2025-04-01,"inconsistency breeds uncertainty, and markets hate uncertainty."".the dow jones industrial average(.dji), opens new tabrose 1.00% to 42,001.76, the s&p 500(.spx), opens new tabrose 0.55% to 5,611.85 and the nasdaq composite(.ixic), opens new tabfell 0.14% to 17,299.29..europe's stoxx 600(.stoxx), opens new tabfell 1.51% to its lowest in almost eight weeks, while major indexes in frankfurt(.gdaxi), opens new tab, london(.ftse), opens new taband paris(.fchi), opens new tabfell between 1.7% and 2%. msci's broadest index of asia-pacific shares outside japan(.miapj0000pus), opens new tabshed 1.9%..analysts at goldman sachsnow seea 35% chance of a u.s. recession, up from 20% previously, saying they expect trump to announce tariffs that average 15% across all u.s. trading partners on april 2..data out on friday underlined the risks as a key measure ofcore inflationrose by more than expected in february, while consumer spending disappointed..that raised the stakes for the march payrolls report due on friday, where any outcome below the 140,000 gain expected would only add to recession fears..""the current market narratives center on this fear of stagflation, which conceptually could be the worst possible combination for stocks,"" said talley leger, chief market strategist at the wealth consulting group in new jersey..""so in a slowing growth environment, earnings would decelerate, or even collapse in a recession. that's another big fear in the market.",0
2025-04-01,"and on the other side, spiralling inflation would squeeze stocks on the valuation channel."".gold prices extended their stellar run, hitting another record high of $3,128.06. spot gold rose 1.31% to $3,124.34 an ounce, while u.s. gold futures rose 1.2% to settle at $3,150.30..in currency markets, the dollar pared early losses to strengthen against the japanese yen and the euro amid the uncertainty around tariffs..against the japanese yen , the dollar strengthened 0.07% to 149.93. the euro was down 0.11% at $1.0815. against the swiss franc , the dollar strengthened 0.48% to 0.884 franc..the dollar index , which measures the greenback against a basket of currencies, including the yen and the euro, rose 0.17%..bond investors seemed to be betting the slowdown in u.s. economic growth will outweigh a temporary lift in inflation and prompt the fed to cut rates by about 80 basis points this year..the yield on benchmark u.s. 10-year notes fell 3.5 basis points to 4.221%. in europe, the yield on the benchmark german 10-year bunds rose 0.9 basis points to 2.738%..the outlook for rates could become clearer when fed chair jerome powell speaks on friday, following a host of other fed speakers this week..brent rose 1.5% to settle at $74.74 a barrel, while u.s. west texas intermediate crude rose 3.1% to settle at $71.48 as trump threatenedsecondary tariffson buyers of russian oil if he felt moscow was blocking efforts to end the war in ukraine.",0
2025-04-01,"tsx recoups some monthly losses as energy and financials gain article:.march 31 (reuters) - canada's main stock index rallied on monday, with the heavily weighted energy and financials sectors contributing as the market overcame an earlier bout of risk aversion to claw back some of its monthly decline..toronto stock exchange's s&p/tsx composite index(.gsptse), opens new tabended up 158.35 points, or 0.6%, at 24,917.50. for the month, the index was down 1.9%, its second straight month of declines..both the u.s. and canadian markets were showing signs of being ""oversold,"" said sid mokhtari, chief market technician at cibc capital markets, adding that ""maybe some people are taking an element of risk ahead of the tariff calls from the (u.s.) administration."".u.s. president donald trump said on sunday that expectedtariffshe is set to announce on wednesday will include all nations, not just a smaller group of 10 to 15 countries with the biggest trade imbalances..""in canada, we are seeing better performance coming from financials and energy,"" with the former helped by seasonal factors and the latter supported by a downtrend for canadian bond yields, mokhtari said..combined, financials and energy account for 50% of the tsx's weighting..financials added 0.8% as the canadian 10-year yield eased 5.3 basis points to 2.964%..energy was up 1.2%.",0
2025-04-01,"the price ofoilsettled 3.1% higher at $71.48 a barrel on worries that supplies could decline if trump follows through on threats to impose more tariffs on russia and to possibly attack iran..the materials sector, which includes fertilizer companies and metal mining shares, added 0.5% as the price of gold climbed to a fresh record high..industrials rose 1.1% and consumer staples ended 1.9% higher. technology was the only one of 10 major sectors to end lower, falling 0.2%.",0
2025-04-01,"stocks drop, gold hits record as tariffs stoke recession worries article:.new york/london, march 31 (reuters) - global equity markets fell and safe-haven gold hit a fresh record high on monday after u.s. president donald trumpsaid tariffswould essentially cover all countries, stoking worries a global trade war could lead to a recession..trump's comments to reporters on air force one seemed to dash hopes the levies would be limited to a smaller group of countries with the biggest trade imbalances..trump is due to receive tariff recommendations on tuesday and announce initial levels on wednesday, followed by auto tariffs the day after..on wall street, benchmark s&p 500 and the dow reversed losses in early trade and finished higher with gains in consumer staples, financials, materials and energy stocks. the nasdaq ended down. all three indexes notched both quarterly and monthly losses..""what the trump administration has shown us so far is that you should not expect a consistent approach,"" said george lagarias, chief economist at forvis mazars..""this is what scares the market the most.",0
