date,text,label
2016-12-27,gold to trade in 26855-27159 range: achiievers equities,1
2018-03-26,debt cycles and gold,1
2003-10-02,gold drops on news that iraq will allow spy flights,2
2017-10-23,"gold, silver down in morning trade",2
2007-01-29,feb. gold falls $1.50 to close at $643.20/oz,2
2010-11-30,"gold futures jump $18.60 to $1,384.60 an ounce",0
2017-11-20,gold prices still lower but within range of a 1-month peak,2
2011-02-12,"gold hits new high at rs 29,490 on seasonal demand",0
2006-12-10,meridian gold avg daily volume 1.01m shares,1
,"june gold trades at $1,226.70/oz, up $4.70, or 0.4%",0
2012-11-27,"gold steadies above &#36;1,748 after greek debt deal",1
2017-07-31,gold futures post 2.5% monthly rise in july,0
2012-10-09,"qe3 on cards; bet on gold, silver: finaport",0
2007-09-26,gold futures close lower as dollar rebounds,2
2011-10-31,"gold drops $22, but scores over 6% monthly gain",0
2012-12-23,gold down 6.38% from lifetime high on other investor options,2
2007-05-14,kazakhmys to buy eurasia gold for c$288 mln in cash,1
2009-01-16,gold futures rise for first day in five as dollar falls,0
2011-09-10,gold may scale up to rs 30000 per 10 grams by diwali: industry,0
2015-02-07,ncdex opens gold delivery centre in hyderabad,1
2014-10-12,"gold steady as dollar rally cools, yen's gain supports",1
2013-07-31,gold gains ground in electronic trade after fomc,0
2014-12-16,gold loses ground after market shrugs off housing data,2
2016-07-10,gold extends gains in wake of jobs report,0
2009-02-04,gold falls on speculation financial crisis may have bottomed,2
2009-03-23,spot gold prices up $3 at $941.20 a troy ounce,0
2017-02-05,"june gold edges up by $1.50, or 0.1%, to settle at $1,257/oz",0
2017-02-08,gold dips in asia as dollar fortunes eyed ahead of us jobs data,2
2009-09-17,"gold futures up $2.00 at $1,022.20 an ounce",0
2016-06-16,"gold futures settled at a nearly 17-month high, but under $1,300/oz",0
2017-01-19,silver falls on reduced offtake; gold holds steady,1
2018-01-23,gold prices remain supported by weak dollar,1
2014-11-25,gold gains as dollar slides on disappointing consumer confidence report,0
2006-04-05,spot gold quoted at $677 in asia trade,0
2016-06-20,near-term outlook is bullish for mcx gold,0
2018-01-25,gold prices climb closer to session highs ahead of comex settlement,0
2010-08-04,"gold settles lower t $1,152.90 an ounce",2
2017-09-28,wgc to form panel for setting up spot gold exchange in india,1
2017-01-29,gold prices gain in asia as trump travel policy noted,0
2004-04-27,"correct: gold, silver futures close at one-week highs",0
2017-12-15,"gold steady amid subdued dollar, poised for weekly gain",1
2016-09-28,gold futures ends lower for a second straight session,2
,gold price plunge to be probed by commodity regulators: chilton,2
2003-02-18,"april gold at $345.10/oz, down $7.10 after $343.50 low",2
2018-08-13,china : gold shines as wealth boosts jewelry,0
2012-05-23,firm gold prices help gold edged funds,1
2016-07-01,gold futures score five session gains in a row,0
2014-12-09,gold futures hold near 8-month lows on fed speculation,1
2018-10-22,india's gold imports see surprise spike in july-august,1
2017-12-09,gold rate per gram: check out current gold price per gram,1
2017-10-13,gold extends rally ahead of us data; eyes 1st weekly gain in five,0
2018-11-21,"gold dips as investors opt for safe-haven dollar, bonds",2
2008-03-31,gold for june delivery ends down $15 at $921.50 an ounce,2
2016-08-16,gold futures score best one-day climb in 2 weeks,0
2018-10-25,murenbeeld : now is not the time to sell gold,1
2018-01-24,"gold rises to rs 31,100; silver holds steady at rs 39,900",0
2015-01-15,gold closes at 4-month high on swiss shock,0
2014-04-30,"june gold down 40 cents to settle at $1,295.90/oz",2
2014-10-09,gold prices gain in early asia as indian festival season approaches,0
2006-02-13,spot gold quoted at $534.90 in asia trade,0
2016-04-14,"gold slides; safe-haven bids retreat as dollar, stocks climb",2
2017-01-11,gold dips as dollar gains ahead of fed statement,2
2004-05-27,merrill sees gold trade in $370-390 range in near term,1
2018-05-07,gold moves below settlement price in electronic trade after fomc minutes,2
2011-06-24,"gold falls, extending thursday's decline",2
2018-10-07,asahi refining licenses emergent technology's responsible gold supply chain application,1
2012-01-17,"gold to peak over &#36;2,000/oz late 2012 or early 2013",0
2014-07-08,"gold falls from 1-week high after jobless claims data, draghi comments",2
2016-01-06,sell crude & gold: aurobinda gayan,1
2018-08-22,"gold holds above $1,200 as dollar adds to weekly decline",1
2017-07-04,june gold traded at $1.265.30 ahead of data,1
2008-09-18,gold futures climb past $900 for first time in six weeks,0
2016-05-12,"gold falls by rs 200 on weak global cues, muted demand",2
2018-11-27,fitch : global gold output to rise during the next four years,1
2018-09-17,gold nudges up amid looming us tariffs on china,0
2012-02-11,gold futures extend losses after payrolls data,2
2018-05-25,"gold slips, but safe-haven demand keeps prices above $1,300",2
2013-01-30,"april gold up $18.90, or 1.1%, to end at $1,681.60",0
2013-05-20,remain bearish on gold & silver: motilal oswal,0
2014-01-05,"gold dips on upbeat spending, factory data",2
2014-01-21,"february gold drops $14, or 1.1%, to $1,238/oz",2
2012-08-11,gold prices jump to 1-month high,0
2006-01-17,gold ends lower after rising past $561,2
2014-09-22,"silver hits four-year lows, gold snaps losing streak",0
2015-05-11,december rate hike worries sink gold to 7-week lows,2
2017-04-28,gold ends april with modest monthly gain,0
2018-06-13,"gold locked below $1,300 as market braces for us fed decision",2
2009-11-08,gold rises as dollar falls ahead of fed announcement,0
2017-04-25,"june gold settles at $1,267.20/oz, down $10.30, or 0.8%",2
2013-01-02,"gold up 0.5% on day, gains almost 0.9% on week",0
2006-03-29,"metal mania buying keeps silver, gold too hot",1
2017-08-30,gold prices turn lower as geopolitical tensions ease,2
2005-10-10,spot gold quoted at $474.90 in asia trade,0
2011-10-18,mcx goldguinea oct contract down marginally,2
2011-11-10,"gold advances on investment demand, silver declines",0
2015-10-02,"gold falls more than $9 as dollar, stocks climb",2
2017-01-13,how much income tax you should pay on investments in gold?,1
,gold drops over $20 in last hour of comex trade,2
2018-11-04,"gold surges to rs 31,850; silver jumps by rs 360/kg",0
2014-03-27,gold prices ease in asia on expectations of fed taper continuing,1
2016-09-11,gold futures settle with a loss after late day reversal,2
2009-05-23,sbi attracts deposits of 548 kg gold in two months,1
2010-07-09,eldorado gold withdraws bid for andean resources,1
2018-08-20,gold inches higher as us-china trade optimism pressures dollar,0
2017-07-26,"gold, silver down ahead of us fed outcome",2
2016-11-28,"feb. gold settles at $1,193.80/oz, up $12.80, or 1.1%",0
2008-10-14,"gold could hit $1,500, say merrill analysts",1
2011-02-08,"gold futures top $1,650 in electronic trading",0
2017-02-17,"gold prices fall the day, but post a third straight weekly gain",0
2014-11-14,gold slips further; silver sinks on speculative selling,2
2011-10-25,"gold, silver may trade with positive bias today: angel",0
2018-04-05,gold prices steady but set to post third-weekly drop,2
2018-12-01,"feb. gold climbs $12.40, or 0.9%, to settle at $1,334.90/oz",0
2016-12-27,gold prices snap back after longest weekly losing streak in 12 years,0
2015-06-07,gold futures gain more ground ahead of comex close,0
2018-08-14,7im drops gold and adopts general commodities strategy,2
2012-08-23,"demand for gold real, price rise not a bubble: quantum mf",0
2016-01-12,gold settles lower following november rout as dollar wavers,2
2016-07-11,gold suffers largest one-day percentage loss in 5 weeks,2
2017-03-27,gold hits 1-month peak as trump's healthcare failure hurts dollar,0
2016-10-26,gold price pulls back from 3-week high to settle lower,2
2011-08-26,gold rises after bernanke talks about us jobs,0
,gold futures hold above $380,1
2017-09-21,gold adds to steep early loss after economic reports,2
2018-08-21,gold prices to trade sideways today: angel commodities,1
2004-09-06,"spot gold quoted at $383.60, down 0.18% from ny",2
2018-03-04,"gold inches down, resurgent trade worries offer support",2
2018-10-04,metals focus : gold demand tipped to firm just 1 per cent in 2018,1
2018-03-16,"gold at two-week low, on track for biggest weekly loss in about a month",2
2018-10-08,"gold in india shifts to discount, while china buying picks up",0
2016-08-16,gold futures settle at highest level in nearly two weeks,0
2005-08-09,"gold futures continue higher, but off session's high",0
2017-03-28,"april gold settles at $1,255.60/oz, down 10 cents for the session",2
2011-12-17,gold wins the 2011 returns chase; beats all asset classes,0
2017-12-10,"dec. gold gains $7.60, or 0.6%, to settle at $1,296.50/oz",0
2017-11-08,gold posts strongest weekly gain since mid-april,0
2011-12-10,gold price seen averaging &#36;1770 in q4: gfms,1
2006-01-05,record gold prices fail to dampen buying spirit,1
2005-09-21,gold futures close above $473,0
2017-09-05,"gold settles at 2-month low on firmer dollar, rate-hike expectations",2
2002-10-05,gold stocks regain strength at close,0
2012-02-06,gold sales in china slows,1
2014-06-13,"august gold gains after ppi data, last up 50 cents",0
2018-06-22,"august gold gains 20 cents to settle at $1,270.70/oz",0
2013-12-08,rising holdings in funds set to help gold gleam,1
2017-02-28,"gold prices end lower, but tally a second straight monthly gain",0
2018-01-05,"june gold falls $12.40, or 0.9%, to settle at $1,306.80/oz",2
2016-11-14,"dec. gold gains $2.50, or 0.2%, to $1,226.80/oz",0
2017-01-17,"gold gains $16.50, or 1.4%, at $1,212.80/oz.",0
2017-09-08,"gold surges to rs 29,550; silver reclaims rs 39,000-mark",1
2014-04-28,gold prices ease in asia in thin holiday trade,2
2017-11-18,"gold soars rs 325 on wedding season demand, global cues",0
2013-06-21,increase in duty on gold may encourage illegal imports,1
2017-11-20,charts : gold: the battle between the bulls and the bears continues,1
2007-10-30,"gold may top $800 within a week, analyst says",0
2000-10-23,gold quiet in low-volume trading,2
2018-10-31,goldcorp ceo sees 'quite a bit of runway' for gold prices,1
2017-09-19,"gold prices little changed after housing, import data",1
2016-02-10,how a gold miner turned a $1 million investment into $3 billion,1
2013-01-08,"dec. gold down $1.80 to settle at $1,311.20/oz",2
2017-05-02,gold / silver / copper futures - weekly outlook: february 6 - 10,1
2008-08-10,gold could extend gains on coordinated central banks rate cuts,0
2018-01-29,"gold dips as us dollar, equities strengthen",2
2013-04-25,"gold futures climb to rs 26,668 per 10 gm",0
2013-04-09,mcx goldm november contract declines,2
2016-05-10,gold futures trade lower ahead of comex settlement,2
2012-12-09,gold closes lower after seesawing session,2
2017-08-22,"gold falls to rs 29,800; silver slips below rs 40,000-level",2
2018-04-05,you must own gold or you will lose a third of your retirement savings,1
2006-12-18,"gold, silver futures close at lowest levels since october",2
2017-04-05,randgold profit up 41% as gold production rises,1
2018-07-09,"gold slips to rs 31,450; silver down by rs 300 per kg",2
2017-04-25,gold jewellery sales expected to double this akshaya tritiya,1
2012-03-26,"gold ends at two-week high, rallies on bernanke",0
2016-05-02,gold futures up 0.10% on global cues,0
2010-07-06,"gold ends $2 shy of may record, silver up 5%",0
2009-06-11,"december gold ends at $1,095.70, up 0.6%",0
2013-04-17,gold futures settle lower; copper drops nearly 4%,2
2013-03-04,gold drops to lowest settlement since june,2
2006-10-05,gold futures fall under $700; copper sets new records,2
2010-11-23,"gold regains record levels of rs 20,600 on wedding demand",0
2010-10-10,gold prices heading for the longest bull market,0
2018-08-30,"charts : gold analysis: support at 1199/1183, resistance at 1214/1217",1
2000-08-07,quokka goes for olympic gold,1
2017-01-11,barrick gold stock price target cut to $18 from $21 at rbc capital,1
2016-07-11,gold futures finish at lowest level in more than a week,2
2005-03-11,gold futures pull back in morning trading on dollar strength,2
2017-10-17,gold prices fall as dollar extends gains,2
2017-06-14,sales of indian gold jewellery drop in the gulf,2
2018-02-23,gold closes down to post biggest weekly drop this year,2
2016-02-11,"gold futures jump to rs 30,335 on firm global cues",0
2009-10-27,"gold futures close near $1,035 as dollar rises",1
2010-05-26,"crude oil, gold higher after u.s. data",0
2014-05-21,gold dips as dollar firms ahead of release of fed minutes,2
2004-10-20,99 cents only's jeff gold is named president,1
2016-10-02,gold etfs record rs 656 cr outflow in fy16; aum down 8.5%,2
2014-05-15,"paulson holds spdr gold trust, ups gm stakes",1
2002-07-15,gold stocks retreat from earlier gains,0
2016-11-16,"dec. gold down a dime at $1,224.40/oz",2
2017-11-22,"dec. gold climbs $10.50, or 0.8%, to $1,292.20/oz ahead of settlement",0
2017-08-31,"december gold pares loss after data, down 0.1% at $1,312.90/oz.",2
2017-10-16,gold prices to trade higher: angel commodities,0
2016-11-22,scrap gold supply to halve in india as cash crunch bites,1
2002-05-04,gold futures slip for a third session,2
2004-08-24,"spot gold bid at $407.30 an ounce, down $3.20",2
2016-08-15,this chart level could trip up gold's rally,1
2006-02-23,india's still top importer of gold,1
2013-08-10,"gold, silver spurt on fresh demand",0
2015-04-13,gold prices down slightly in early asia with market eyeing u.s. data,2
2006-06-22,gold dips as dollar rallies,2
2018-08-14,gold stabilises as dollar pulls back from 13-month high,1
2005-09-16,"metals, miners stand out as spot gold rises, ftse gains",0
2018-08-31,"gold rises, but set for longest monthly losing streak in 5-1/2 years",0
2007-09-04,gold-buying gets a day as bonus,0
2017-02-11,"dec. gold down $1.10, or 0.1%, to $1,276.20/oz",2
2015-11-27,gold prices fall for 6th straight week,2
2012-09-05,"gold ends below $1,600, lowest since december",2
2017-08-26,gold & silver put in restricted list to curb rising imports from korea,1
2017-07-14,gold prices score a weekly gain of roughly 1.5%,0
2012-11-29,"gold futures decline to rs 31,723 on profit-taking, global cues",2
2011-11-25,gold futures fall 0.50% on weak global cues,2
2011-07-12,mcx gold june contract trading higher,0
2014-02-20,gold futures extend losses on global cues,2
2018-06-14,gold holds gain after ecb's policy decision,0
2013-04-01,"feb. gold down $25.70 or 1.5%, ends at $1,648.90",2
2014-06-05,"gold slips on euro zone retail sales report, u.s. trade data",2
2012-02-22,"gold gains rs 350, silver rs 800 on good demand",0
2015-02-09,gold futures inch up ahead of u.s. data,0
2011-11-14,buy gold for long term: ashish shah,1
2014-08-22,gold futures gain ground ahead of yellen speech,0
2011-07-12,gold futures up on firm global cues,0
2017-08-21,gold marks highest finish in nearly 11 weeks as u.s.-north korea tensions return,0
2017-09-29,"gold prices down 2.7% for the month, but gain about 3.6% for the quarter",0
2012-08-23,"gold hits record high of rs 31,035 on firm global cues",0
2007-05-06,august gold falls $1.20 to close at $675.10/oz in ny,2
2012-11-05,"gold falls, loses 3.7% for the week",2
2013-03-25,gold futures finish modestly lower,2
2017-01-25,gold futures settle at a nearly two-week low,2
2018-07-16,india looks to lift ban on gold imports from s. korea,1
2018-11-30,india : government puts gold dore imports under restricted category,1
2018-03-26,options : gold's rally to five-week highs has revived interest in call options,0
2006-10-08,"gold falls as terror plot hits oil, lifts dollar",2
2011-07-09,"outlook on gold, silver, crude oil: angel broking",1
2017-07-09,gold holds slight gain as ecb leaves monetary policy unchanged,0
2004-05-14,"gold futures, stocks rise as data prompts dollar slide",0
2016-12-30,gold turns lower but will still snap worst weekly skid in 12 years,2
2007-06-26,gold futures drop over $9 to end at five-month low,2
2012-01-19,"gold ends 0.3% lower at $1,654.50 an ounce",2
2013-04-26,"jim rogers may buy gold if price drops to $1,300",2
2014-01-07,gold rallies to 14-week high on softer dollar,0
2018-06-20,fxtm : strong dollar weigh gold amid rising trade tensions,1
2017-06-16,"august gold settles at $1,256.50/oz, up $1.90, or 0.2%",0
2017-03-10,gold falls to 7-week low as dollar firms,2
2016-12-08,"gold, silver extend losses on global cues, low demand",2
2016-09-15,"december gold up $3.90, or 0.3%, at $1,330/oz.",0
2003-12-19,"metals shares, gold futures weaken",2
2011-07-22,gold settles higher but 90 cents short of record,0
2009-06-11,"gold hits $1,100 an ounce as unemployment worsens",0
2004-07-09,gold futures still weak in afternoon dealings,2
2017-01-31,gold futures finish at highest level in more than a week,0
2013-02-07,"gold futures up at rs 26,027 per 10 gm",0
2017-11-24,gold prices edge higher on weaker dollar,0
2013-08-29,rupee's slide creates huge disparity between gold sold in local markets and bourses,1
2017-12-09,gold prices ease as investors look to riskier assets,2
2018-07-05,gold jewellery demand may fall by 2-4% this year: report,2
2017-04-08,"gold will not be in demand as long as inflation is low: sanjay shah, hsbc global asset management",2
2017-11-15,gold prices finish lower after 2-session climb,2
2007-07-09,gold futures rally friday to end up 4.1% for the week,0
2013-02-01,india mulls steps to make gold imports costlier,1
2011-11-05,"gold, silver slump ahead of settlement",2
2011-08-10,"gold, silver turn weak on global cues, sluggish demand",2
2018-05-06,expect gold prices to trade sideways: angel commodities,1
2013-02-04,gold futures slammed as u.s. stocks rally,2
2016-04-10,gold futures log lowest finish since june 23,2
2012-08-22,"oil lower, gold holds to gains after 3-month high",0
2009-05-29,"gold, silver rise on strong global cues",0
2018-08-10,"profit-booking, weak global cues pull gold futures down to rs 31,427",2
2017-05-12,gold demand picks up in cities as price falls,2
2016-08-30,"dec. gold down $10.60, or 0.8%, to settle at $1,316.50/oz",2
2010-06-29,canadian markets close down; gold retreats,2
2018-02-16,gold prices trim gains as dollar rebounds,2
2007-08-10,gold falls as dollar advances,2
2003-09-30,gold's gains prompt higher q3 close for metals stocks,0
2012-05-04,jewellery stocks down since gold import duty hike,1
2004-09-30,gold futures rise to five-month high,0
2004-07-22,gold edges up as traders eye dollar,0
2018-05-18,gold futures fall roughly 2.2% for the week,2
2017-12-14,buy the fact: gold jumps after fed rate hike,0
2015-09-11,gold futures end higher to snap 7-session losing streak,0
2011-02-16,"gold, oil advance after reports on iran's warships",0
2007-09-13,dec. gold falls $6.70 to $714/oz in morning trading,2
2015-06-03,"gold futures edge higher, u.s. jobs data in focus",0
2017-11-15,gold prices at 1-month highs on weaker dollar,0
2008-01-08,december gold down $2.70 to $920 an ounce ahead of jobs data,2
2016-09-30,"dec. gold falls $5.80, or 0.4%, to $1,320.20/oz",2
2011-02-12,gold see biggest weekly gain in five after korean purchase,0
2009-09-04,"gold falls, heading for third weekly loss on optimism",2
2018-06-14,gold prices are expected to trade lower today: angel commodities,2
2018-05-10,"gold futures down rs 112 on profit booking, global cues",2
2017-07-07,"august gold down 0.2% at $1,221.10/oz.",2
2017-01-30,gold futures end higher after four consecutive sessions of losses,0
2018-05-21,ing : what are key factors to drive gold in short-term?,1
2017-11-24,gold finishes slightly lower in abbreviated black friday session,2
2013-10-28,"finkurve launches gold, silver investment scheme",1
2016-02-09,"gold futures gain, turn higher for the week",0
2018-07-16,china takes control of gold from the comex,1
2016-07-10,"dec. gold falls $6.80, or 0.5%, to $1,245.20/oz",2
2012-10-23,gold falls to six-week low as strengthening dollar curbs demand,2
2018-05-12,palladium tops gold after rally driven by surge in global demand,1
2003-12-16,gold futures close lower; copper ends above $1,2
2017-08-09,"gold hits 10-month high of rs 31,350",0
2018-10-25,gold rises in futures trade; up 0.54% on global cues,0
2017-10-25,"gold, silver edge lower in morning trade",2
2007-06-02,april gold up $2.80 at $658.90/oz in ny,0
2011-08-20,gold surges to record; dollar's loss is oil's gain,0
2018-04-09,commodity outlook: gold may feel the chill as dollar strengthens,0
2005-12-12,february gold surges to $544.50 an ounce high,0
2018-01-18,gold treads lower as dollar gains on stronger u.s. data,2
2018-05-01,gold prices pull back from 4-month highs,2
2007-07-26,gold futures suffer a two-session drop of $22,2
2017-07-03,"april gold down $9.40, or 0.8%, to settle at $1,216.10/oz",2
2017-09-10,"gold, silver up in morning trade",0
2009-06-04,gold futures down $14.80 at $882.70 an ounce,2
2014-07-18,gold futures slip lower on profit-taking,2
2017-09-13,gold price chart: find all the latest gold rate chart and news,1
2017-07-29,"silver rises on global cues, gold steady",0
2018-02-08,gold demand falls 8% in june quarter on weak jewellery sales,1
2018-09-25,gold holds steady ahead of fed meet,1
2015-07-21,"gold consolidates near $1,100-level, further losses seen ahead",2
2014-03-14,"april gold up $6.60 on day, ends at $1,379/oz",0
2018-11-29,"december gold up $3.30, or 0.3%, at $1,226.90 an ounce",0
2017-04-08,gold prices end day and week lower as dollar pops after friday jobs report,2
2000-07-12,gold prices fall; palladium rises,2
2015-05-13,gold prices lower in early asia as easy policy views dominate outlook,2
2012-05-06,"gold up on stray buying, silver drops",0
2014-05-28,comex gold settles at lowest level since feb. 6,2
2004-02-18,"spot gold bid at $415.80 an ounce, up 10c - kitco",0
,gold gains more ground as fed holds rates steady,0
2007-11-07,gold futures head lower after a three-session gain,2
2019-03-01,"gold hits six-month high on growth fears, stock volatility",0
2016-08-26,gold steady as dollar dips ahead of yellen speech,1
2017-10-30,gold futures remain steady following economic data,1
2013-07-25,"aug. gold up $9.30, or 0.7%, at $1,328.80/oz",0
2017-08-16,"dec. gold settles at $1,282.90/oz, up $3.20, or 0.3%",0
2017-01-24,gold retreats after notching nearly 10-week high,0
2017-10-10,gold prices mark highest finish in 2 weeks,0
2018-02-28,gold prices mildly recover as markets digest powell remarks,0
2002-11-09,"gold prices fall, issues reverse course",2
2003-05-19,philadelphia gold & silver index rises 3.3%,0
2017-03-17,gold futures end the week 2.4% higher,0
2017-09-08,gold registers best one-day gain in about 3 months,0
2016-09-22,gold prices rally to 2-week high as dollar sinks on cautious fed,0
2005-08-19,"gold falls 0.6% for the day, down 2% for the week",2
2014-04-04,"june gold up $18.90 at $1,303.50/oz on comex",0
2006-11-30,"dec. gold up $11.40, or 1.8%, to close at $646.90/oz",0
2013-12-27,goldguinea prices slip 3% in january series so far,2
2006-05-30,june gold climbs $7.50 to $658.50/oz,0
2017-09-05,gold gains in asia as trump's firing of comey sparks policy concerns,0
2012-01-19,duty hike drags down gold price,2
2015-10-23,"gold suffers third straight loss, amid additional pboc stimulus measures",2
2006-09-15,"gold etf's on hold, but world fund gets going",1
2018-08-03,gold slips into the red for second day,2
,"gold halfway back from rout, up over $30",0
2013-12-19,"expect gold, silver prices to trade lower: nirmal bang",2
2019-03-01,"india : despite govt's diktat, gold round-tipping is still flourishing",1
,"june gold climbs 70 cents to trade at $1,284.10/oz",0
2014-04-14,gold prices ease in asia on profit-taking,1
2013-01-03,"april gold down $5.80, or 0.4%, at $1,572.30/oz",2
2017-07-12,"gold rate today: gold, silver trade lower; should you invest?",2
2016-08-30,"dec. gold down $10.60, or 0.8%, to settle at $1,316.50/oz",2
2013-07-29,gold extends gain for third day on sustained buying,0
2015-05-23,"gold, silver drop on subdued demand, weak global cues",2
2008-07-07,gold futures fall over 1% as dollar surges vs. rivals,2
2014-04-08,gold edges higher as investors weigh fed rate outlook,0
2014-11-17,australia stocks meander in early trading; gold shares gain,0
2004-05-17,gold futures close at seven-session high,0
2010-10-27,"gold futures weaken on global cues, low spot demand",2
2008-11-14,dec. gold up 5.9% at $746.70/oz on globex after $752 high,0
2017-10-23,gold prices to trade lower: angel commodities,2
2007-07-31,august gold gains $2.80 to close at $666.90/oz,0
2006-10-05,speculative buying takes gold to near $700/ounce,1
2017-01-02,"february gold slips $2.40, or 0.2%, at $1,209/oz.",2
2016-11-17,gold futures log lowest finish since june after late-session turn lower,2
2016-10-02,more gains to come by april for gold: investors,0
2017-09-02,should you invest in gold etfs amid steady outflows?,1
2005-10-01,"spot gold quoted at $420.80, up $2.20 from new york",0
2018-01-09,gold climbs as us-china trade picture deteriorates,0
2017-03-08,"gold, silver slip on weak global demand",2
2012-11-04,buy gold on dips around rs 28550-28520: nirmal bang,1
2017-02-05,world's biggest gold miner etf sees record outflows,1
2014-10-27,black-gold rush? not really,1
2013-02-23,"gold, silver extend gains for second day on sustained buying",0
2012-06-25,"gold slips on profit-booking, weak demand",2
2010-12-10,"goldman ups 12-month gold price forecast to $1,650",1
2014-04-08,"gold falls as stocks gain on u.s. earnings, jobs report",2
2018-11-01,gold prices gain in asia after chinese trade data mixed,0
2015-06-18,"gold futures rise to rs 27,177 per 10 gm",0
2003-09-05,"gold futures close flat on session, up 2% on week",0
2015-02-03,india's failure to cut duty hurts gold prices,2
2006-10-11,"gold drops almost $7, still posts slight weekly gain",2
2016-12-14,"feb. gold gains $4.70, or 0.4%, to settle at $1,163.70/oz",0
2006-02-23,april gold falls $1.40 to $555.20/oz after $553.10 low,2
2011-08-09,"gold settles 2.2% higher at $1,857.50 an ounce",0
2007-03-10,december gold down $1.10 at $735.20 an ounce on nymex,2
2016-05-12,kinross gold downgraded to sell at citigroup,1
2017-05-07,gold jewellery demand may grow by 9% in 2017: icra,1
2015-05-31,"gold prices up in early asia, copper flat as hsbc china pmi ahead",0
2018-11-01,us mint : gold and silver eagle buyers level-headed,1
2017-09-26,gold settles lower after back-to-back daily gains,2
2018-03-08,"perth mint's july gold, silver sales surge",1
2006-09-10,gold futures up $4.70 at $581.50 an ounce,0
2011-11-03,gold settles higher on safe-haven buying,0
2015-09-21,mcx goldguinea october contract gains,0
2017-08-21,gold prices climb to highest finish since early june,0
2013-12-05,"gold stabilises, but downside risks persist",1
2016-03-22,"april gold settles at $1,248.60/oz, up $4.40, or 0.4%",0
2005-11-21,dec gold up $3.40 at $489.50 an ounce,0
2013-02-26,"gold futures up at rs 29,667 per 10 gm",0
2018-08-10,gold futures mark lowest settlement in more than a week,2
2014-04-30,gold slips on heavy unwinding; silver extends losses,2
2004-03-10,spot gold quoted at $418.10 in asia trade,0
2016-12-29,"gold futures extend rally to fourth session, close up 1.5%",0
2012-09-11,"stocks, bonds taker a breather; gold, oil dollar rally",0
2016-11-16,"dec. gold down 60 cents, or less than 0.1%, to end at $1,223.90/oz",2
2014-01-17,comex gold closes at highest since dec. 11,0
2008-10-30,"dec. gold ends down $15.50, or 2.1%, at $738.50 an ounce",2
2014-04-11,"gold dips on weak physical demand, dollar sell off supports",2
2005-01-18,compania de minas commits 2.7m ounces of gold,1
2017-06-09,"gold halts 3-day rise, sheds rs 50 on weak demand",0
2003-06-13,"gold futures close up on session, down on week",0
2017-03-11,"gold prices end at a nearly 3-month low, down 0.2% for the week",2
2001-09-02,"gold shares climb, futures prices fall",0
2010-11-03,"crude oil, gold lower after jobless, trade data",2
2018-05-31,"dubai : vat impact on gold, diamonds to be reduced between registered dealers: fta",1
2016-12-16,"gold futures gain for the session, but fall 2.1% for the week",0
2005-10-08,"dec gold closes at $442/oz, up $2.20, or 0.5%",0
2014-09-18,gold prices dip in asia as investors keep focus on fed,2
2011-06-09,"spot gold hits new record at $1,920",0
2006-10-17,gold futures lose $5 an ounce for the session,2
2005-12-04,glamis gold q1 gold output up 84%,1
2017-10-01,"feb. gold down 70 cents, or less than 0.1%, at $1,184.20/oz",2
2018-08-05,"lebanon central bank governor on elections, reforms, gold",1
2001-03-29,palladium and gold prices decline,2
2011-01-14,"gold declines on global cues, silver slumps to one month low",2
2012-10-07,gold may trade in rs 29500-29750 range: nirmal bang,1
2000-07-06,gold slips after four days of gains,2
2004-01-26,gold veterans brace for rough ride,2
2018-06-09,gold climbs higher as us dollar eases,0
2017-11-27,gold settles higher to recoup most of last week's loss,0
2009-11-27,"dec. gold falls $5.50 to $1,181.50/oz on globex",2
2013-05-22,gold edges higher on good retail demand; silver rallies,0
2012-10-26,"gold futures fall at the close, lose 0.7% on week",2
2017-04-08,"december gold finishes down 0.8% at $1,264.60/oz.",2
2017-01-11,"gold settles higher, extends gains in electronic trading after fed statement",0
2013-06-09,gold weak globally; good sell for investors: motilal oswal,2
2011-10-05,gold and silver are doomed,2
2017-06-09,gold prices are expected to trade positive: sushil finance,0
2018-11-16,france chases london's gold market amid soft-brexit hopes,1
2018-09-21,gold prices end at 1-week low as stocks hit records and the u.s. dollar regains buoyancy,2
2016-12-29,"2017 is the year gold drops below $1,000",2
2014-04-04,"june gold up $20.60, or 1.6%, to $1,305.20/oz",0
2018-08-16,bearish gold sentiment presents long-term buying opportunity,0
2013-06-21,gold below &#36;1250/oz may shut down mines: scotia moccata,2
2012-02-04,government slashes import tariff value of gold to $539/10 grams,1
2010-05-21,"oil futures fluctuate, gold pares losses",2
2017-01-31,"gold futures hit highs above $1,217/oz as the u.s. dollar and equities decline",0
2018-11-14,gold edges up as dollar drifts away from multi-month high,0
2006-04-12,gold futures end the session with a modest gain,0
2012-02-07,"gold ends lower, but off session lows",2
2011-10-21,mcx goldpetal dec contract up nearly 1%,0
2016-08-26,"gold futures up at rs 31,197 per 10 gram",0
2017-09-06,gold prices down a third-straight session to lose 0.7% for the week,2
2018-02-08,gold prices gain as dollar eases against yen,0
2013-09-17,"import duty on gold, silver jewellery hiked to 15%",1
2011-10-20,"oil turns lower, gold trims loss on eu report",2
2007-09-20,"dec. gold up 1.5%, or $10.70, at $740.20/oz in ny",0
